Adresa;Adresa interní;Městská část;GPS lat;GPS lon;vyska;Typ zdroje;Systém;Popis
Leitnerova 4;VS Leitnerova 4;Staré Brno;49.1879928;16.6017919;202.1;PV;VSLeiMT;Měření VS Leitnerova
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;K4LetKOT;Kotle KR4 Letovická
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;K4LetSTR;Strojovna KR4 Letovická
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;K4LetMT;Měření KR4 Letovická
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;PdsLet14;Pds Letovická 14
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;PdsLet07;Pds Letovická 7
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;PdsNov51;Pds Novoměstská 51
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;PdsLet09;Pds Letovická 9
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;LetPs1MT;Měření Letovická 1-7
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;LetPs2MT;Měření Letovická 8-13
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;LetPs3MT;Měření Letovická 14-22
Letovická 7a;PKKR4 Letovická 7a;Řečkovice;49.2437597;16.5868900;248.1;PK;LetPs4MT;Měření Novoměstská 45-59
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;K7LiUKOT;Kotle K7 Libušino Udolí
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;K7LiUSTR;Stroj. K7 Libušino Udolí
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;K7LiUMT;Měření K7 Libušino Udolí
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;K7LiUPS1;PDS Libuš. Udolí 150-158
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;K7LiUPS2;PDS Borodinova 14-24
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;LiUPS1MT;Měř.Libuš. Udolí 150-158
Libušino údolí 154a;PK K7 Libuš. Údolí;Kohoutovice;49.1987469;16.5467900;300.7;PK;LiUPS2MT;Měření Borodinova 14-24
Lidická 16;Lidická 16;Veveří;49.1959825;16.6232186;201.4;HV;Černá_Pole\Lidická_16;?
Lipská 1;VS Lipská 1;Žabovřesky;49.2185550;16.5776664;240.1;HV;VsLi1STR;Strojovna Lipská 1
Lipská 1;VS Lipská 1;Žabovřesky;49.2185550;16.5776664;240.1;HV;VsLi1MT;Měření Lipská 1
Lipská 2;VS Lipská 2;Žabovřesky;49.2188647;16.5784189;243.7;HV;VsLi2STR;Strojovna Lipská 2
Lipská 2;VS Lipská 2;Žabovřesky;49.2188647;16.5784189;243.7;HV;VsLi2MT;Měření Lipská 2
Lipská 3;VS Lipská 3;Žabovřesky;49.2191825;16.5788897;247.2;HV;VsLi3STR;Strojovna Lipská 3
Lipská 3;VS Lipská 3;Žabovřesky;49.2191825;16.5788897;247.2;HV;VsLi3MT;Měření Lipská 3
Lipská 4;VS Lipská 4;Žabovřesky;49.2190556;16.5782447;244.4;HV;VsLi4STR;Strojovna Lipská 4
Lipská 4;VS Lipská 4;Žabovřesky;49.2190556;16.5782447;244.4;HV;VsLi4MT;Měření Lipská 4
Lipská 5;VS Lipská 5;Žabovřesky;49.2189528;16.5776625;242.9;HV;VsLi5STR;Strojovna Lipská 5
Lipská 5;VS Lipská 5;Žabovřesky;49.2189528;16.5776625;242.9;HV;VsLi5MT;Měření Lipská 5
Lipská 6;VS Lipská 6;Žabovřesky;49.2186561;16.5782597;242.3;HV;VsLi6STR;Strojovna Lipská 6
Lipská 6;VS Lipská 6;Žabovřesky;49.2186561;16.5782597;242.3;HV;VsLi6MT;Měření Lipská 6
Lipská 7;VS Lipská 7;Žabovřesky;49.2186561;16.5782597;242.3;HV;VsLi7STR;Strojovna Lipská 7
Lipská 7;VS Lipská 7;Žabovřesky;49.2186561;16.5782597;242.3;HV;VsLi7MT;Měření Lipská 7
Luční 13;VS Luční 13;Žabovřesky;49.2165625;16.5737392;223.4;HV;VLu13STR;Strojovna Luční 13
Luční 13;VS Luční 13;Žabovřesky;49.2165625;16.5737392;223.4;HV;VsLu13MT;Měření Luční 13
Luční 15;VS Luční 15;Žabovřesky;49.2167539;16.5740256;223.9;HV;VLu15STR;Strojovna Luční 15
Luční 15;VS Luční 15;Žabovřesky;49.2167539;16.5740256;223.9;HV;VsLu15MT;Měření Luční 15
Luční 17;VS Luční 17;Žabovřesky;49.2163197;16.5742978;223.0;HV;VLu17STR;Strojovna Luční 17
Luční 17;VS Luční 17;Žabovřesky;49.2163197;16.5742978;223.0;HV;VsLu17MT;Měření Luční 17
Luční 19;VS Luční 19;Žabovřesky;49.2165183;16.5744639;224.2;HV;VLu19STR;Strojovna Luční 19
Luční 19;VS Luční 19;Žabovřesky;49.2165183;16.5744639;224.2;HV;VsLu19MT;Měření Luční 19
Luční 21;VS Luční 21;Žabovřesky;49.2157000;16.5761528;223.5;HV;VLu21STR;Strojovna Luční 21
Luční 21;VS Luční 21;Žabovřesky;49.2157000;16.5761528;223.5;HV;VsLu21MT;Měření Luční 21
Luční 23;VS Luční 23;Žabovřesky;49.2162144;16.5763828;226.9;HV;VLu23STR;Strojovna Luční 23
Luční 23;VS Luční 23;Žabovřesky;49.2162144;16.5763828;226.9;HV;VsLu23MT;Měření Luční 23
Luční 25;VS Luční 25;Žabovřesky;49.2160181;16.5765489;227.0;HV;VLu25STR;Strojovna Luční 25
Luční 25;VS Luční 25;Žabovřesky;49.2160181;16.5765489;227.0;HV;VsLu25MT;Měření Luční 25
Luční 26;VS Luční 26;Žabovřesky;49.2160525;16.5722719;221.4;HV;VLu26STR;Strojovna Luční 26
Luční 26;VS Luční 26;Žabovřesky;49.2160525;16.5722719;221.4;HV;VsLu26MT;Měření Luční 26
Luční 27;VS Luční 27;Žabovřesky;49.2154917;16.5767961;225.5;HV;VLu27STR;Strojovna Luční 27
Luční 27;VS Luční 27;Žabovřesky;49.2154917;16.5767961;225.5;HV;VsLu27MT;Měření Luční 27
Luční 28;VS Luční 28 POS 6;Žabovřesky;49.2157817;16.5722247;220.2;HV;VLu28STR;Strojovna Luční 28
Luční 28;VS Luční 28 POS 6;Žabovřesky;49.2157817;16.5722247;220.2;HV;VsLu28MT;Měření Luční 28
Luční 30;VS Luční 30;Žabovřesky;49.2155172;16.5719925;219.0;HV;VLu30STR;Strojovna Luční 30
Luční 30;VS Luční 30;Žabovřesky;49.2155172;16.5719925;219.0;HV;VsLu30MT;Měření Luční 30
Luční 32;VS Luční 32;Žabovřesky;49.2154594;16.5729931;219.1;HV;VLu32STR;Strojovna Luční 32
Luční 32;VS Luční 32;Žabovřesky;49.2154594;16.5729931;219.1;HV;VsLu32MT;Měření Luční 32
Luční 66;VS Luční 66;Žabovřesky;49.2151492;16.5759550;222.3;HV;VLu66STR;Strojovna Luční 66
Luční 66;VS Luční 66;Žabovřesky;49.2151492;16.5759550;222.3;HV;VsLu66MT;Měření Luční 66
Luční 68;VS Luční 68;Žabovřesky;49.2149106;16.5757478;221.6;HV;VLu68STR;Strojovna Luční 68
Luční 68;VS Luční 68;Žabovřesky;49.2149106;16.5757478;221.6;HV;VsLu68MT;Měření Luční 68
Malinovského náměstí 2;VS Malinovsk.nám.2;Střed;49.1942492;16.6067142;224.3;HV;VS__Magi;VS Magis.Malin.n
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VS1MaKOT;Kotle VS1 Masárova
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VS1MaSTR;Stroj. VS1 Masárova
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VS1MaMT;Měření VS1 Masárova
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VSMasPS1;PDS Synkova 2-16
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VSMasPS2;PDS Masarova 1-7
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;VSMasPS3;PDS Houbalova 1-11
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;MasPS1MT;Měření Synkova 2-16
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;MasPS2MT;Měření Masarova 1-7
Masarova 11;VS1 Masárova 11;Líšeň;49.2051661;16.6754614;287.4;HV;MasPS3MT;Měření Houbalova 1-11
Masarykova 19;VS Masarykova 19;Střed;49.1929078;16.6102244;221.8;HV;Mas19STR;Stroj. Masarykova 19
Masarykova 37;MT Brno Město;Střed;49.1914114;16.6111511;215.6;HV;MT1BrM31;MT Masaryk,Josefská
Masarykova 37;MT Brno Město;Střed;49.1914114;16.6111511;215.6;HV;MT2BrM31;MT Zelny Trh,Radnická
Masarykova 37;MT Brno Město;Střed;49.1914114;16.6111511;215.6;HV;MT3BrM31;MT Janská
Masarykova 9;VS Masarykova 9;Střed;49.1935514;16.6097156;226.7;HV;Mas09STR;Stroj. Masarykova 9
Merhautova 222;PK Merhautov.222a;Černá Pole;49.2182519;16.6193972;249.9;HV;PKMerKOT;PK Merhautova kotelna
Merhautova 222;PK Merhautov.222a;Černá Pole;49.2182519;16.6193972;249.9;HV;PKMerSTR;PK Merhautova strojovna
Mikulčická 18;PK8 Mikulčická 18;Slatina;49.1804358;16.6909922;275.2;PK;PK8MiKOT;PK8 Mikulčická kotle
Mikulčická 18;PK8 Mikulčická 18;Slatina;49.1804358;16.6909922;275.2;PK;PK8MiSTR;PK8 Mikulčická strojovna
Mikulovská 2a;VSV01 Mikulovsk.2a;Vinohrady;49.2054556;16.6639481;286.9;HV;V01MiKOT;Kotle VO1 Mikulovská
Mikulovská 2a;VSV01 Mikulovsk.2a;Vinohrady;49.2054556;16.6639481;286.9;HV;V01MiSTR;Stroj. VO1 Mikulovská
Mikulovská 2a;VSV01 Mikulovsk.2a;Vinohrady;49.2054556;16.6639481;286.9;HV;V01MiMT;Měření VO1 Mikulovská
Milénova 14;VS ZŠ Milénova 14;Lesná;49.2264528;16.6252517;278.8;HV;ZSMileno;ZS Milenova
Moldavská 3a;PK6 Moldavská;Bohunice;49.1687661;16.5850986;254.7;PK;K6MolKot;Kotle K6 Moldavsk
Moldavská 3a;PK6 Moldavská;Bohunice;49.1687661;16.5850986;254.7;PK;K6MolStr;Strojovna K6 Moldavsk
Mozolky 48;VS Mozolky 48;Žabovřesky;49.2158964;16.5759903;224.0;HV;VMo48STR;Strojovna Mozolky 48
Mozolky 48;VS Mozolky 48;Žabovřesky;49.2158964;16.5759903;224.0;HV;VsMo48MT;Měření Mozolky 48
Mozolky 49;VS Mozolky 49;Žabovřesky;49.2160672;16.5750894;222.3;HV;VMo49STR;Strojovna Mozolky 49
Mozolky 49;VS Mozolky 49;Žabovřesky;49.2160672;16.5750894;222.3;HV;VsMo49MT;Měření Mozolky 49
Mozolky 50;VS Mozolky 50;Žabovřesky;49.2160939;16.5758292;224.1;HV;VMo50STR;Strojovna Mozolky 50
Mozolky 50;VS Mozolky 50;Žabovřesky;49.2160939;16.5758292;224.1;HV;VsMo50MT;Měření Mozolky 50
Mozolky 51;VS Mozolky 51;Žabovřesky;49.2162683;16.5752519;224.0;HV;VMo51STR;Strojovna Mozolky 51
Mozolky 51;VS Mozolky 51;Žabovřesky;49.2162683;16.5752519;224.0;HV;VsMo51MT;Měření Mozolky 51
Mozolky 52;VS Mozol.52 POS5;Žabovřesky;49.2164467;16.5760347;226.1;HV;VMo52STR;Strojovna Mozolky 52
Mozolky 52;VS Mozol.52 POS5;Žabovřesky;49.2164467;16.5760347;226.1;HV;VsMo52MT;Měření Mozolky 52
Mozolky 53;VS Mozolky 53;Žabovřesky;49.2165183;16.5754578;225.7;HV;VMo53STR;Strojovna Mozolky 53
Mozolky 53;VS Mozolky 53;Žabovřesky;49.2165183;16.5754578;225.7;HV;VsMo53MT;Měření Mozolky 53
Mozolky 55;VS Mozolky 55;Žabovřesky;49.2167097;16.5752931;226.8;HV;VMo55STR;Strojovna Mozolky 55
Mozolky 55;VS Mozolky 55;Žabovřesky;49.2167097;16.5752931;226.8;HV;VsMo55MT;Měření Mozolky 55
Mozolky 57;VS Mozolky 57;Žabovřesky;49.2169081;16.5754628;228.4;HV;VMo57STR;Strojovna Mozolky 57
Mozolky 57;VS Mozolky 57;Žabovřesky;49.2169081;16.5754628;228.4;HV;VsMo57MT;Měření Mozolky 57
Mozolky 59;VS Mozolky 59;Žabovřesky;49.2171708;16.5752897;229.7;HV;VMo59STR;Strojovna Mozolky 59
Mozolky 59;VS Mozolky 59;Žabovřesky;49.2171708;16.5752897;229.7;HV;VsMo59MT;Měření Mozolky 59
Mozolky 61;VS Mozolky 61;Žabovřesky;49.2173608;16.5754644;231.3;HV;VMo61STR;Strojovna Mozolky 61
Mozolky 61;VS Mozolky 61;Žabovřesky;49.2173608;16.5754644;231.3;HV;VsMo61MT;Měření Mozolky 61
Nadační 1;KM 8 Nadační 1;Medlánky;49.2453928;16.5704050;263.3;PK;KM8NaSTR;KM 8 Nadační 1
Nadační 2;KM 10 Nadační 2;Medlánky;49.2444925;16.5709364;258.3;PK;KM10NSTR;KM 10 Nadační 2
Nadační 3;KM 7 Nadační 3;Medlánky;49.2456725;16.5707903;266.0;PK;KM7NaSTR;KM 7 Nadační 3
Nadační 5;KM A Nadační 5,7,9;Medlánky;49.2417275;16.5812442;266.9;PK;KMANaSTR;KM A Nadační 5
Nadační 5;KM A Nadační 5,7,9;Medlánky;49.2417275;16.5812442;266.9;PK;KMANaMT;Měření KM A Nadační 5
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;HO16SKOT;VS SNP Kotelna
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;HO16SSTR;VS SNP Strojovna
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;HO16SMT;VS SNP měření
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_01;Předávací.st. SNP 1-2
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_04;Předávací.st. SNP 4-5
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_20;Předávací.st. SNP 20
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_23;Předávací.st. SNP 23
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_27;Předávací.st. SNP 27
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSNP_30;Předávací.st. SNP 30 RP
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdJan_07;PDS Janouškova 1-11
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;PdSkolka;PDS Janouš.Mš+SNP 25a
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Pd_Jesle;PDS Janou.Jesle+Fůgne.39
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Pd_Polik;PDS Janou.P
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Pd__TEZA;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_01MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_04MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_20MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_23MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_27MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SNP_30MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Jan_07MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;SkolkaMT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Jesle_MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;Polik_MT;
náměstí SNP 18a;VSHO16 nám.SNP 16;Černá Pole;49.2162606;16.6160975;249.0;HV;TEZA__MT;
náměstí Svornosti 1;VS n.Svornosti 1;Žabovřesky;49.2139703;16.5816739;237.4;HV;VsNS1STR;Strojovna n.Svornosti 1
náměstí Svornosti 1;VS n.Svornosti 1;Žabovřesky;49.2139703;16.5816739;237.4;HV;VsNS1MT;Měření n.Svornosti 1
náměstí Svornosti 2;VS n.Svornosti 2;Žabovřesky;49.2141606;16.5818406;238.5;HV;VsNS2STR;Strojovna n.Svornosti 2
náměstí Svornosti 2;VS n.Svornosti 2;Žabovřesky;49.2141606;16.5818406;238.5;HV;VsNS2MT;Měření n.Svornosti 2
náměstí Svornosti 3;VS n.Svornosti 3;Žabovřesky;49.2143625;16.5816767;238.5;HV;VsNS3STR;Strojovna n.Svornosti 3
náměstí Svornosti 3;VS n.Svornosti 3;Žabovřesky;49.2143625;16.5816767;238.5;HV;VsNS3MT;Měření n.Svornosti 3
náměstí Svornosti 4;VS n.Svornosti 4;Žabovřesky;49.2145556;16.5818397;239.7;HV;VsNS4STR;Strojovna n.Svornosti 4
náměstí Svornosti 4;VS n.Svornosti 4;Žabovřesky;49.2145556;16.5818397;239.7;HV;VsNS4MT;Měření n.Svornosti 4
náměstí Svornosti 5;VS n.Svornosti 5;Žabovřesky;49.2147539;16.5820028;240.6;HV;VsNS5STR;Strojovna n.Svornosti 5
náměstí Svornosti 5;VS n.Svornosti 5;Žabovřesky;49.2147539;16.5820028;240.6;HV;VsNS5MT;Měření n.Svornosti 5
Nejedlého 13;MŠ Nejedlého 13;Lesná;49.2283358;16.6290667;297.3;HV;MNe13STR;Strojovna MŠ Nejedlého13
Nejedlého 13;MŠ Nejedlého 13;Lesná;49.2283358;16.6290667;297.3;HV;MsNe13MT;Měření MŠ Nejedlého 13
Nejedlého 28;VS Nejedlého 28 ;Lesná;49.2297206;16.6283381;298.2;HV;VNe28STR;Strojovna Nejedlého 28
Nejedlého 28;VS Nejedlého 28 ;Lesná;49.2297206;16.6283381;298.2;HV;VsNe28MT;Měření Nejedlého 28
Nejedlého 34;VS Nejedlého 34 ;Lesná;49.2295744;16.6299819;301.2;HV;VNe34STR;Strojovna Nejedlého 34
Nejedlého 34;VS Nejedlého 34 ;Lesná;49.2295744;16.6299819;301.2;HV;VsNe34MT;Měření Nejedlého 34
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;HO4NeKOT;Kotle HO4 Nejedlého
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;HO4NeSTR;Stroj. HO4 Nejedlého
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;HO4NeMT;Měření HO4 Nejedlého
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;HO4NePS1;PDS Nejedlého 4-22
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;HO4NePS2;PDS Nejedlého 3TK,10
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;NePS1MT;Měření Nejedlého 4-22
Nejedlého 5;HO4 Nejedlého 5;Lesná;49.2263028;16.6268083;279.9;HV;NePS2MT;Měření Nejedlého 3TK,10
Neužilova 6a;PK K22 Neužilova;Bohunice;49.1698494;16.5778178;253.7;PK;K22NeKOT;Kotle K22 Neužilova
Neužilova 6a;PK K22 Neužilova;Bohunice;49.1698494;16.5778178;253.7;PK;K22NeSTR;Strojovna K22 Neužilova
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;V10HuKOT;Kotle VS10 Hubrova
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;V10HuSTR;Stroj. VS10 Hubrova
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;V10HuMT;MT VS10 Hubrova
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;V10HuPS1;Bartákov.7,9 Hájkova 5,7
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;V10HuPS2;Hub.3,5 Kou.Ševe.Micha.1
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;HuPS1MT;Bartákov.7,9 Hájkova 5,7
Novolíšeňská;VS10 Novolíšeňs.5;Líšeň;49.2073936;16.6841547;338.4;HV;HuPS2MT;Hub.3,5 Kou.Ševe.Micha.1
Novoměstská 5a;PKKR1 Novoměstská;Řečkovice;49.2237097;16.5785839;282.8;PK;K1NovKOT;Kotle KR1 Novoměstská
Novoměstská 5a;PKKR1 Novoměstská;Řečkovice;49.2237097;16.5785839;282.8;PK;K1NovSTR;Strojov. KR1 Novoměstská
Oderská 1a;PK K3 Oderská;Lískovec;49.1695461;16.5605467;254.3;PK;K3OdeKOT;Kotelna K3 Oderská
Oderská 1a;PK K3 Oderská;Lískovec;49.1695461;16.5605467;254.3;PK;K3OdeSTR;Strojovna K3 Oderská
Okrouhlá 10a;PK 13 Okrouhlá;Bohunice;49.1698683;16.5702272;265.9;PK;K13OkKOT;Kotle K13 Okrouhl
Okrouhlá 10a;PK 13 Okrouhlá;Bohunice;49.1698683;16.5702272;265.9;PK;K13OkSTR;Strojovna K13 Okrouhl
Okrouhlá 1a;PK 14 Okrouhlá;Bohunice;49.1703089;16.5725364;271.1;PK;K14OkKOT;Kotle K14 Okrouhl
Okrouhlá 1a;PK 14 Okrouhlá;Bohunice;49.1703089;16.5725364;271.1;PK;K14OkSTR;Strojovna K14 Okrouhl
Okrouhlá 7a;PK 15 Okrouhlá;Bohunice;49.1714469;16.5727700;274.0;PK;K15OkKOT;Kotle K15 Okrouhl
Okrouhlá 7a;PK 15 Okrouhlá;Bohunice;49.1714469;16.5727700;274.0;PK;K15OkSTR;Strojovna K15 Okrouhl
Okrouhlá 30a;PK 16 Okrouhlá;Bohunice;49.1722833;16.5733883;275.0;PK;K16OkKOT;Kotle K16 Okrouhl
Okrouhlá 30a;PK 16 Okrouhlá;Bohunice;49.1722833;16.5733883;275.0;PK;K16OkSTR;Strojovna K16 Okrouhl
Okrouhlá 30a;PK 16 Okrouhlá;Bohunice;49.1722833;16.5733883;275.0;PK;PdsOkr30;Pds Okrouhl  30
Okrouhlá 30a;PK 16 Okrouhlá;Bohunice;49.1722833;16.5733883;275.0;PK;PdsNem23;Pds Pod Nemocnicí 23
Okrouhlá 30a;PK 16 Okrouhlá;Bohunice;49.1722833;16.5733883;275.0;PK;O16PS1MT;PodN13,15,17,19,23
Olbrachtovo náměstí 10a;PKK11 Olbra.n.10a;Komín;49.2248106;16.5569564;243.9;PK;K11OlKOT;Kotel.K11 Olbrachtovo n.
Olbrachtovo náměstí 10a;PKK11 Olbra.n.10a;Komín;49.2248106;16.5569564;243.9;PK;K11OlSTR;Stroj.K11 Olbrachtovo n.
Ondrouškova 1a;PKKB1 Ondrouško.1a;Bystrc;49.2182031;16.5169719;292.0;PK;K1OndKOT;Kotle KB1 Ondrouškova
Ondrouškova 1a;PKKB1 Ondrouško.1a;Bystrc;49.2182031;16.5169719;292.0;PK;K1OndSTR;Stroj. KB1 Ondrouškova
Opálkova 6a;PK6 Opálkova 6a;Bystrc;49.2205358;16.5301664;246.2;PK;K6OpaKOT;Kotle PK6 Opalkova
Opálkova 6a;PK6 Opálkova 6a;Bystrc;49.2205358;16.5301664;246.2;PK;K6OpaSTR;Strojovna PK6 Opalkova
Opálkova 6a;PK6 Opálkova 6a;Bystrc;49.2205358;16.5301664;246.2;PK;K6Opa_MT;Měření PK6 Opalkova
Orlí 30;VS Orlí 30;Střed;49.1943214;16.6134303;208.9;HV;Orl30STR;Stroj. Orli 30
Osová 12;PK 10 Osová;Lískovec;49.1700194;16.5678781;268.5;PK;K10OsKOT;Kotle K10 Osová
Osová 12;PK 10 Osová;Lískovec;49.1700194;16.5678781;268.5;PK;K10OsSTR;Strojovna K10 Osová
Palackého třída 164;VSOC2 Palackého t.;Královo Pole;49.2323047;16.5900253;236.4;HV;OC2PaKOT;Kotle OC2 Palackého
Palackého třída 164;VSOC2 Palackého t.;Královo Pole;49.2323047;16.5900253;236.4;HV;OC2PaStr;Strojovna OC2 Palackého
Palackého třída 164;VSOC2 Palackého t.;Královo Pole;49.2323047;16.5900253;236.4;HV;OC2PaMT;Měření OC2 Palackého
Palackého třída 164;VSOC2 Palackého t.;Královo Pole;49.2323047;16.5900253;236.4;HV;OC2PaPS1;Tyl.5,7,9 Pal.n.166,168
Palackého třída 164;VSOC2 Palackého t.;Královo Pole;49.2323047;16.5900253;236.4;HV;PaPS1MT;Tyl.5,7,9 Pal.n.166,168
Pálavské náměstí OC-2;OC2 Palavské nám.;Vinohrady;49.2090572;16.6612261;298.9;HV;OcPaNSTR;Stroj. OC2 Palavské nám.
Pálavské náměstí OC-2;OC2 Palavské nám.;Vinohrady;49.2090572;16.6612261;298.9;HV;OcPaNMT;Měření OC2 Palavské nám.
Pastviny 3a;PKK2 Pastviny 3a;Komín;49.2192497;16.5595800;219.4;PK;K2PasKOT;Kotle K2 Pastviny
Pastviny 3a;PKK2 Pastviny 3a;Komín;49.2192497;16.5595800;219.4;PK;K2PasSTR;Stroj. K2 Pastviny
Pastviny 3a;PKK2 Pastviny 3a;Komín;49.2192497;16.5595800;219.4;PK;K2PasPS1;Pas.1,3 Ab.2,4,6,8,10,12
Pastviny 3a;PKK2 Pastviny 3a;Komín;49.2192497;16.5595800;219.4;PK;K2PasMT;Pas.1,3 Ab.2,4,6,8,10,12
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;K5PavKOT;Kotle K5/1 Pavlovská
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;K5PavSTR;Strojovna K5/1 Pavlovská
Pavlovská 5a;PK K5/1 Pavlovská;Kohoutovice;49.1892192;16.5303883;399.8;PK;PDSPav10;PDS Pavlovska 10
